 ,hi,en
w1030,lkekU;,general
w1031,vke rkSj ij,generally
w1032,mRiUu,generate
w1033,ih<+h,generation
w1034,vkuqoaf'kd,genetic
w1035,lTtu,gentleman
w1036,/khjs,gently
w1037,teZu,German
w1038,b'kkjk,gesture
w1039,çkIr,get
w1040,Hkwr,ghost
w1041,fo'kky,giant
w1042,migkj,gift
w1043,çfrHkk'kkyh,gifted
w1044,yM+dh,girl
w1045,çsfedk,girlfriend
w1046,nsuk,give
w1047,fn;k gqvk,given
w1048,çlUu,glad
w1049,>yd,glance
w1050,dkap,glass
w1051,oSf'od,global
w1052,nLrkuk,glove
w1053,pys tkvks,go
w1054,y{;,goal
w1055,ijes'oj,God
w1056,lksuk,gold
w1057,Lo.kZ,golden
w1058,xksYQ,golf
w1059,vPNk,good
w1060,ljdkj,government
w1061,jkT;iky,governor
w1062,yiduk,grab
w1063,xzsM,grade
w1064,/khjs & /khjs,gradually
w1065,Lukrd,graduate
w1066,vukt,grain
w1067,cM+k,grand
w1068,nknk,grandfather
w1069,nknh ek,grandmother
w1070,vuqnku,grant
w1071,?kkl,grass
w1072,xaHkhj,grave
w1073,egku,great
w1074,egkure,greatest
w1075,gjk,green
w1076,fdjkuk,grocery
w1077,Hkwfe,ground
w1078,lewg,group
w1079,c<+us,grow
w1080,fodkl,growth
w1081,xkjaVh,guarantee
w1082,j{kd,guard
w1083,vuqeku,guess
w1084,vfrfFk,guest
w1085,ekxZn'kZd,guide
w1086,fn'kkfunsZ'k,guideline
w1087,"nks""kh",guilty
w1088,canwd,gun
w1089,"iq#""k",guy
w1090,vknr,habit
w1091,okl,habitat
w1092,cky,hair
w1093,vk/kk,half
w1094,g‚y,hall
w1095,gkFk,hand
w1096,laHkkyuk,handle
w1097,yVduk,hang
w1098,gksuk,happen
w1099,[kq'k,happy
w1100,dfBu,hard
w1101,eqf'dy ls,hardly
w1102,Vksih,hat
w1103,uQjr,hate
w1104,gS,have
w1105,og,he
w1106,flj,head
w1107," 'kh""kZd",headline
w1108,eq[;ky;,headquarters
w1109,LokLF;,health
w1110,LoLFk,healthy
w1111,lquks,hear
w1112,Jo.k,hearing
w1113,fny,heart
w1114,xehZ,heat
w1115,LoxZ,heaven
w1116,Hkkjh,heavily
w1117,Hkkjh,heavy
w1118,ÅapkbZ,height
w1119,ujd,hell
w1120,ueLrs,hello
w1121,enn,help
w1122,mi;ksxh,helpful
w1123,mlds,her
w1124,;gk¡,here
w1125,fojklr,heritage
w1126,uk;d,hero
w1127,Lo;a,herself
w1128,ueLrs,hi
w1129,fNikuk,hide
w1130,mPp,high
w1131,"eq[; vkd""kZ.k",highlight
w1132,vR;f/kd,highly
w1133,gkbos,highway
w1134,igkM+h,hill
w1135,mls,him
w1136,Lo;a,himself
w1137,fdjk;k,hire
w1138,mlds,his
w1139,bfrgkldkj,historian
w1140,",sfrgkfld",historic
w1141,",sfrgkfld",historical
w1142,bfrgkl,history
w1143,ekjks,hit
w1144,idM+,hold
w1145,Nsn,hole
w1146,Nqêh dk fnu,holiday
w1147,ifo=,holy
w1148,gkse,home
w1149,cs?kj,homeless
w1150,bZekunkj,honest
w1151, 'kgn,honey
w1152,vknj,honor
w1153,vk'kk,hope
w1154,f{kfrt,horizon
w1155,Mjkouh,horror
w1156,?kksM+k,horse
w1157,vLirky,hospital
w1158,estcku,host
w1159,xje,hot
w1160,?kaVk,hour
w1161,edku,house
w1162,x`gLFkh,household
w1163,fdl rjg,how
w1164,gkyk¡fd,however
w1165,fo'kky,huge
w1166,ekuo,human
w1167,gkL;,humor
w1168,lkS,hundred
w1169,Hkw[ks isV,hungry
w1170,f'kdkjh,hunter
w1171,f'kdkj djuk,hunting
w1172,pksV,hurt
w1173,ifr,husband
w1174,ifjdYiuk,hypothesis
w1175,eSa,I
w1176,cQZ,ice
w1177,fopkj,idea
w1178,vkn'kZ,ideal
w1179,igpku,identification
w1180,dh igpku,identify
w1181,vxj,if
w1182,utjvankt djuk,ignore
w1183,chekj,ill
w1184,voS/k,illegal
w1185,jksx,illness
w1186,"mnkgj.k nsdj Li""V djuk",illustrate
w1187,Nfo,image
w1188,dYiuk,imagination
w1189,"dYiuk dhft,",imagine
w1190,rqjar,immediate
w1191,gkFkksagkFk,immediately
w1192,vkçoklh,immigrant
w1193,vkçoklu,immigration
w1194,çHkko,impact
w1195,ykxw,implement
w1196,fufgrkFkZ,implication
w1197,eryc,imply
w1198,egÙo,importance
w1199,t:jh,important
w1200,Fkksiuk,impose
w1201,vlaHko,impossible
w1202,çHkkfor djuk,impress
w1203,çHkko,impression
w1204,çHkko'kkyh,impressive
w1205,lq/kkjsa,improve
w1206,lq/kkj dh,improvement
w1207,esa,in
w1208,çksRlkgu,incentive
w1209,?kVuk,incident
w1210, 'kkfey,include
w1211,lesr,including
w1212,vk;,income
w1213,lfEefyr,incorporate
w1214,c<+uk,increase
w1215,rsth ls,increasingly
w1216,vfo'oluh;,incredible
w1217,okLro esa,indeed
w1218,vktknh,independence
w1219,Lora=,independent
w1220,lwph,index
w1221,Hkkjrh;,Indian
w1222,ladsr feyrk gS,indicate
w1223,ladsr,indication
w1224,O;fä,individual
w1225,vkS|ksfxd,industrial
w1226,m|ksx,industry
w1227,f'k'kq,infant
w1228,laØe.k,infection
w1229,eqækLQhfr,inflation
w1230,çHkko,influence
w1231,lwfpr djuk,inform
w1232,tkudkjh,information
w1233,?kVd,ingredient
w1234,çkjafHkd,initial
w1235, 'kq: esa,initially
w1236,igy,initiative
w1237,pksV,injury
w1238,Hkhrjh,inner
w1239,eklwe,innocent
w1240,tkap,inquiry
w1241,ds Hkhrj,inside
w1242,"var–Zf""V",insight
w1243,tksj nsrs gSa,insist
w1244,dks çsfjr,inspire
w1245,mnkgj.k,instance
w1246,ctk;,instead
w1247,laLFkk,institution
w1248,laLFkkxr,institutional
w1249,vuqns'k,instruction
w1250,çf'k{kd,instructor
w1251,lk/ku,instrument
w1252,chek,insurance
w1253,ckSf)d,intellectual
w1254,cqf),intelligence
w1255,bjknk djuk,intend
w1256,rhoz,intense
w1257,rhozrk,intensity
w1258,bjknk,intention
w1259,ckrphr,interaction
w1260,C;kt,interest
w1261,fnypLi,interesting
w1262,vanj dk,internal
w1263,"varjjk""Vªh;",international
w1264,O;k[;k,interpret
w1265,O;k[;k,interpretation
w1266,gLr{ksi,intervention
w1267,lk{kkRdkj,interview
w1268,esa,into
w1269,ifjp; djkuk,introduce
w1270,vkØe.k,invasion
w1271,fuos'k,invest
w1272,Nku & chu djuk,investigate
w1273,tk¡p iM+rky,investigation
w1274,"vUos""kd",investigator
w1275,fuos'kd,investor
w1276,vkea=.k,invite
w1277, 'kkfey,involve
w1278,Hkkxhnkjh,involvement
w1279,yksgk,iron
w1280,}hi,island
w1281,btjk;y,Israeli
w1282,eqík,issue
w1283,;g,it
w1284,en,item
w1285,vkbZVh bl,its
w1286,vius vki,itself
w1287,tSdsV,jacket
w1288,tsy,jail
w1289,tkikuh,Japanese
w1290,tsV,jet
w1291,;gwnh,Jew
w1292,dke,job
w1293,esa 'kkfey gksus ds,join
w1294,la;qä,joint
w1295,etkd,joke
w1296,if=dk,journal
w1297,i=dkj,journalist
w1298,;k=k,journey
w1299,"g""kZ",joy
w1300,U;k;k/kh'k,judge
w1301,fu.kZ;,judgment
w1302,jl,juice
w1303,Nykax,jump
w1304,"dfu""B",junior
w1305,iapk;r,jury
w1306,dsoy,just
w1307,U;k;,justice
w1308,vkSfpR; lkfcr,justify
w1309,j[kuk,keep
w1310,dqath,key
w1311,ykr,kick
w1312,cPpk,kid
w1313,gR;k,kill
w1314,gR;kjk,killer
w1315,esgjcku,kind
w1316,jktk,king
w1317,pqEek,kiss
w1318,jlksbZ,kitchen
w1319,?kqVuk,knee
w1320,pkdw,knife
w1321,nLrd,knock
w1322,tkuuk,know
w1323,Kku,knowledge
w1324,ç;ksx'kkyk,lab
w1325,Je,labor
w1326,ç;ksx'kkyk,laboratory
w1327,deh,lack
w1328,efgyk,lady
w1329,>hy,lake
w1330,Hkwfe,land
w1331,ifj–';,landscape
w1332,"Hkk""kk",language
w1333,xksn,lap
w1334,fo'kky,large
w1335,dkQh gn rd,largely
w1336,vafre,last
w1337,nsj ls,late
w1338,ckn esa,later
w1339,gluk,laugh
w1340,ç{ksi.k,launch
w1341,dkuwu,law
w1342,y‚u,lawn
w1343,eqdnek,lawsuit
w1344,odhy,lawyer
w1345,j[kuk,lay
w1346,ijr,layer
w1347,usr`Ro,lead
w1348,usrk,leader
w1349,usr`Ro,leadership
w1350,çeq[k,leading
w1351,iÙkh,leaf
w1352,la?k,league
w1353,nqcyk,lean
w1354,lh[kuk,learn
w1355,de ls de,least
w1356,peM+k,leather
w1357,NksM+uk,leave
w1358,"ck,a",left
w1359,Vkax,leg
w1360,fojklr,legacy
w1361,dkuwuh,legal
w1362,fdaonarh,legend
w1363,fo/kku,legislation
w1364,oS/k,legitimate
w1365,uhacw,lemon
w1366,yackbZ,length
w1367,de ls,less
w1368,ikB,lesson
w1369,pyks,let
w1370,i=,letter
w1371,Lrj,level
w1372,mnkj,liberal
w1373,iqLrdky;,library
w1374,ykblsal,license
w1375,>wB,lie
w1376,ftanxh,life
w1377,thou 'kSyh,lifestyle
w1378,thou dky,lifetime
w1379,fy¶V,lift
w1380,jks'kuh,light
w1381,ilan,सूरज की रोशनी
w1382,mi;qä,likely
w1383,lhek,limit
w1384,lhek,limitation
w1385,lhfer,limited
w1386,ykbu,line
w1387,laidZ,link
w1388,lwph,list
w1389,ckr lquks,listen
w1390,lpeqp,literally
w1391,lkfgfR;d,literary
w1392,lkfgR;,literature
w1393,FkksM+k,little
w1394,thuk,live
w1395,Hkkj,load
w1396,_.k,loan
w1397,LFkkuh;,local
w1398,dk irk yxkus,locate
w1399,LFkku,location
w1400,rkyk,lock
w1401,yack,long
w1402,nh?kkZof/k,long-term
w1403,ns[kuk,look
w1404,<hyk,loose
w1405,[kksuk,lose
w1406,uqdlku,loss
w1407,[kks x;k,lost
w1408,cgqr,lot
w1409,tksj,loud
w1410,eksgCcr,love
w1411,lqanj,lovely
w1412,çseh,lover
w1413,de,low
w1414,HkkX;,luck
w1415,lkSHkkX;'kkyh,lucky
w1416,nksigj dk Hkkstu,lunch
w1417,QsQM+k,lung
w1418,e'khu,machine
w1419,ikxy,mad
w1420,if=dk,magazine
w1421,eq[;,main
w1422,esa eq[;,mainly
w1423,"cuk, j[kus ds",maintain
w1424,j[kj[kko,maintenance
w1425,çeq[k,major
w1426,cgqer,majority
w1427,cukuk,make
w1428,fuekZrk,maker
w1429,"iq#""k",male
w1430,e‚y,mall
w1431,vkneh,man
w1432,çca/ku,manage
w1433,çca/k,management
w1434,çca/kd,manager
w1435,rkSj rjhdk,manner
w1436,mRiknd,manufacturer
w1437,vusd,many
w1438,uD'kk,map
w1439,fu'kku,mark
w1440,cktkj,market
w1441,foi.ku,marketing
w1442, 'kknh,marriage
w1443,fookfgr,married
w1444, 'kknh djuk,marry
w1445,eq[kkSVk,mask
w1446,cM+k,massive
w1447,Lokeh,master
w1448,lkexzh,material
w1449,xf.kr,math
w1450,ekeyk,matter
w1451,gks ldrk gS,may
w1452,egkikSj,mayor
w1453,Hkkstu,meal
w1454,eryc,mean
w1455,vFkZ,meaning
w1456,bl nkSjku,meanwhile
w1457,eki,measure
w1458,ekal,meat
w1459,ra=,mechanism
w1460,esfMdy,medical
w1461,bykt,medication
w1462,nok,medicine
w1463,e/;e,medium
w1464,feyuk,meet
w1465,eqykdkr,meeting
w1466,lnL;,member
w1467,lnL;rk,membership
w1468,;kn,memory
w1469,ekufld,mental
w1470,mYys[k,mention
w1471,dsoy,merely
w1472,xM+cM+,mess
w1473,lans'k,message
w1474,/kkrq,metal
w1475,rjhdk,method
w1476,e/;,middle
w1477,lSU;,military
w1478,nw/k,milk
w1479,eu,mind
w1480,esjh,mine
w1481,ea=h,minister
w1482,ukckfyx,minor
w1483,vYila[;d,minority
w1484,feuV,minute
w1485,peRdkj,miracle
w1486,vkbZuk,mirror
w1487,felkby,missile
w1488,fe'ku,mission
w1489,xyrh,mistake
w1490,feJ.k,mix
w1491,feJ.k,mixture
w1492,vkn'kZ,model
w1493,e/;e,moderate
w1494,vk/kqfud,modern
w1495,ekewyh,modest
w1496,iy,moment
w1497,iSls,money
w1498,eghuk,month
w1499,euksn'kk,mood
w1500,pkan,moon
w1501,uSfrd,moral
w1502,vf/kd,more
w1503,vfrfjä,moreover
w1504,lqcg,morning
w1505,ca/kd,mortgage
w1506,vf/kdka'k,most
w1507,vf/kdrj,mostly
w1508,eka,mother
w1509,çLrko,motion
w1510,çsj.kk,motivation
w1511,ioZr,mountain
w1512,ekml,mouse
w1513,eqag,mouth
w1514,pky,move
w1515,vkanksyu,movement
w1516,pyfp=,movie
w1517,Jh,Mr
w1518,Jherh,Mrs
w1519,cgqr,much
w1520,fofHkUu,multiple
w1521,gR;k,murder
w1522,ekalis'kh,muscle
w1523,laxzgky;,museum
w1524,laxhr,music
w1525,laxhrdkj,musician
w1526,eqlyeku,Muslim
w1527,t:j,must
w1528,vkilh,mutual
w1529,esjs,my
w1530,[kqn,myself
w1531,jgL;,mystery
w1532,dfYir dFkk,myth
w1533,uaxk,naked
w1534,uke,name
w1535,dFkk,narrative
w1536,ladh.kZ,narrow
w1537,"jk""Vª",nation
w1538,"jk""Vªh;",national
w1539,ns'kh,native
w1540,çk—frd,natural
w1541,lgt :i esa,naturally
w1542,ç—fr,nature
w1543,ikl esa,near
w1544,ikl gh,nearby
w1545,yxHkx,nearly
w1546,vko';d :i ls,necessarily
w1547,t:jh,necessary
w1548,xjnu,neck
w1549,t#jr,need
w1550,udkjkRed,negative
w1551,eksy Hkko,negotiation
w1552,iM+kslh,neighbor
w1553,vM+ksl & iM+ksl,neighborhood
w1554,u,neither
w1555,cs pkS u,nervous
w1556,tky,net
w1557,usVodZ,network
w1558,dHkh ugh¡,never
w1559,fQj Hkh,nevertheless
w1560,u;k,new
w1561,"u, u,",newly
w1562,lekpkj,news
w1563,lekpkj i=,newspaper
w1564,vkxkeh,next
w1565,vPNk,nice
w1566,jkr,night
w1567,dksbZ Hkh ugha,nobody
w1568,flj dk b'kkjk,nod
w1569, 'kksj,noise
w1570,ukekadu,nomination
w1571,dksbZ ugha,none
w1572,fQj Hkh,nonetheless
w1573,u,nor
w1574,lk/kkj.k,normal
w1575,lkekU; :i ls,normally
w1576,mÙkj,north
w1577,mÙkjh,northern
w1578,ukd,nose
w1579,/;ku nsa,note
w1580,dqN Hkh rks ugha,nothing
w1581,uksfVl,notice
w1582,/kkj.kk,notion
w1583,miU;kl,novel
w1584,vHkh o,now
w1585,dgha Hkh ugha,nowhere
w1586,ukfHkdh;,nuclear
w1587,la[;k,number
w1588,cgqr,numerous
w1589,ulZ,nurse
w1590,v[kjksV,nut
w1591,oLrq,object
w1592,y{;,objective
w1593,drZO;,obligation
w1594,voyksdu,observation
w1595,fujh{k.k,observe
w1596,çkIr,obtain
w1597,tkfgj,obvious
w1598,tkfgj gS,obviously
w1599,volj,occasion
w1600,dHkh u dHkh,occasionally
w1601,dCts,occupation
w1602,ij dCtk,occupy
w1603,"ik, tkrs gSa",occur
w1604,lkxj,ocean
w1605,vthc,odd
w1606,dk,of
w1607,can,off
w1608,vieku,offense
w1609,viekutud,offensive
w1610,çLrko,offer
w1611,dk;kZy;,office
w1612,vQlj,officer
w1613,vkf/kdkfjd,official
w1614,vDlj,often
w1615,rsy,oil
w1616,iqjkuk,old
w1617,ij,on
w1618,",d ckj",once
w1619,I;kt,onion
w1620,dsoy,only
w1621,ij,onto
w1622,[kqyk,open
w1623,çkjafHkd,opening
w1624,lapkfyr,operate
w1625,jk;,opinion
w1626,çfr}a}h,opponent
w1627,volj,opportunity
w1628,dk fojks/k,oppose
w1629,lkeus,opposite
w1630,fojks/k,opposition
w1631,fodYi,option
w1632,ukjaxh,orange
w1633,Øe,order
w1634,lk/kkj.k,ordinary
w1635,tSfod,organic
w1636,laxBu,organization
w1637,O;ofLFkr,organize
w1638,mUeq[khdj.k,orientation
w1639,ewy,origin
w1640,ewy,original
w1641,ekSfyd :i ls,originally
w1642,vU;,other
w1643,vU;Fkk,otherwise
w1644,"pkfg,",ought
w1645,gekjh,our
w1646,ge,ourselves
w1647,ckgj,out
w1648,ifj.kke,outcome
w1649,ckgj,outside
w1650,vksou,oven
w1651,Åij,over
w1652,laiw.kZ,overall
w1653,ij dkcw ikus,overcome
w1654,viuk,own
w1655,ekfyd,owner
w1656,xfr,pace
w1657,"i`""B",page
w1658,nnZ,pain
w1659,nnZukd,painful
w1660,jax,paint
w1661,fp=dkj,painter
w1662,tksM+k,pair
w1663,ihyk,pale
w1664,gFksyh,palm
w1665,iSaV,pant
w1666,dkxt,paper
w1667,ekrk&firk,parent
w1668,ikdZ,park
w1669,va'k,part
w1670,Hkkx ysus okyk,participant
w1671,Hkkx ysuk,participate
w1672,"fo'ks""k",particular
w1673,"fo'ks""k :i ls",particularly
w1674,vkaf'kd :i esa,partly
w1675,lkFkh,partner
w1676,lk>snkjh,partnership
w1677,ikVhZ,party
w1678,ekxZ,passage
w1679,;k=h,passenger
w1680,tquwu,passion
w1681,vrhr,past
w1682,iFk,path
w1683,ejht,patient
w1684,Bgjko,pause
w1685,osru,pay
w1686,Hkqxrku,payment
w1687, 'kkafr,peace
w1688,f'k[kj,peak
w1689,lgdehZ,peer
w1690,naM,penalty
w1691,yksx,people
w1692,fepZ,pepper
w1693,çfr,per
w1694,le>uk,perceive
w1695,çfr'kr,percentage
w1696,vuqHkwfr,perception
w1697,mÙke,perfect
w1698,iwjh rjg ls,perfectly
w1699,çn'kZu,perform
w1700,çn'kZu,performance
w1701, 'kk;n,perhaps
w1702,vof/k,period
w1703,LFkk;h,permanent
w1704,vuqefr,permission
w1705,ijfeV,permit
w1706,O;fä,person
w1707,futh,personal
w1708,O;fäRo,personality
w1709,O;fäxr :i ls,personally
w1710,dfeZ;ksa,personnel
w1711,ifjçs{;,perspective
w1712,jkth djuk,persuade
w1713,ikyrw,pet
w1714,voLFkk,phase
w1715,?kVuk,phenomenon
w1716,n'kZu,philosophy
w1717,rLohj,photo
w1718,QksVks,photograph
w1719,eqgkojk,phrase
w1720,HkkSfrd,physical
w1721, 'kkjhfjd :i ls,physically
w1722,fpfdRld,physician
w1723,fi;kuks,piano
w1724,pquuk,pick
w1725,fp=,picture
w1726,VqdM+k,piece
w1727,<sj,pile
w1728,ik;yV,pilot
w1729,xqykch,pink
w1730,txg,place
w1731,;kstuk,plan
w1732,foeku,plane
w1733,xzg,planet
w1734,ikS/kk,plant
w1735,IykfLVd,plastic
w1736,IysV,plate
w1737,eap,platform
w1738,Iys,play
w1739,f[kykM+h,player
w1740,—I;k,please
w1741,vfHkjke,pleasure
w1742,[kwc,plenty
w1743,Hkw[kaM,plot
w1744,tsc,pocket
w1745,dfork,poem
w1746,dfo,poet
w1747,[kaHkk,pole
w1748,iqfyl,police
w1749,uhfr,policy
w1750,jktuhfrd,political
w1751,jktuhfrK,politician
w1752,jktuhfr,politics
w1753,ernku,poll
w1754,"çnw""k.k",pollution
w1755,xjhc,poor
w1756,yksdfç;,popular
w1757,vkcknh,population
w1758,cjkenk,porch
w1759,canjxkg,port
w1760,fgLls,portion
w1761,fp=,portrait
w1762,in,position
w1763,ldkjkRed,positive
w1764,vf/kdkjh,possess
w1765,laHkkouk,possibility
w1766,eqefdu,possible
w1767,laHkor%,possibly
w1768,in,post
w1769,eVdk,pot
w1770,vkyw,potato
w1771,{kerk,potential
w1772,cguk,pour
w1773,nfjærk,poverty
w1774, 'kfä,power
w1775, 'kfä'kkyh,powerful
w1776,O;kogkfjd,practical
w1777,vH;kl,practice
w1778,çkFkZuk djuk,pray
w1779,nqvk,prayer
w1780,Bhd,precisely
w1781,"Hkfo"";ok.kh",predict
w1782,ilan djrs gSa,prefer
w1783,ilan,preference
w1784,xHkkZoLFkk,pregnancy
w1785,xHkZorh,pregnant
w1786,rS;kjh,preparation
w1787,rS;kj djuk,prepare
w1788,ipsZ,prescription
w1789,mifLFkfr,presence
w1790,orZeku,present
w1791,çn'kZu,presentation
w1792,jf{kr,preserve
w1793,v/;{k,president
w1794,"nck,¡",press
w1795,ncko,pressure
w1796,ukVd,pretend
w1797,lqanj,pretty
w1798,jksduk,prevent
w1799,fiNyk,previous
w1800,igys ls,previously
w1801,ewY;,price
w1802,xkSjo,pride
w1803,iqtkjh,priest
w1804,eq[; :i ls,primarily
w1805,eq[;,primary
w1806,ç/kku,prime
w1807,ç/kku v/;kid,principal
w1808,fl)kar,principle
w1809,Nki,print
w1810,iwoZ,prior
w1811,çkFkfedrk,priority
w1812,tsy o,prison
w1813,canh,prisoner
w1814,",dkar",privacy
w1815,futh,private
w1816,kk;n,probably
w1817,ladV,problem
w1818,çfØ;k,procedure
w1819,c<+uk,proceed
w1820,çfØ;k,process
w1821,mRikfnr djsa,produce
w1822,mRiknd,producer
w1823,mRikn,product
w1824,mRiknu,production
w1825,O;olk;,profession
w1826,çksQslj,professor
w1827,Qk;nk,profit
w1828,dk;ZØe,program
w1829,çxfr,progress
w1830,ifj;kstuk,project
w1831,çfl),prominent
w1832,iDdk oknk,promise
w1833,dks c<+kok nsuk,promote
w1834,çek.k,proof
w1835,mfpr,proper
w1836,<ax ls,properly
w1837,laifÙk,property
w1838,vuqikr,proportion
w1839,çLrko,proposal
w1840,çLrko,propose
w1841,vfHk;ksäk,prosecutor
w1842,vk'kk,prospect
w1843,j{kk djuk,protect
w1844,lqj{kk,protection
w1845,çksVhu,protein
w1846,fojks/k,protest
w1847,xoZ,proud
w1848,lkfcr djuk,prove
w1849,çnku djsa,provide
w1850,çnkrk,provider
w1851,çkar,province
w1852,çko/kku,provision
w1853,euksoSKkfud,psychological
w1854,euksfoKkuh,psychologist
w1855,euksfoKku,psychology
w1856,turk,public
w1857,çdk'ku,publication
w1858,lkoZtfud :i ls,publicly
w1859,çdkf'kr djuk,publish
w1860,çdk'kd,publisher
w1861,[khapsa,pull
w1862,ltk,punishment
w1863,[kjhn Qjks[r,purchase
w1864, 'kq),pure
w1865,mís';,purpose
w1866,vkxs c<+kus,pursue
w1867,/kDdk nsa,push
w1868,Mky,put
w1869,vgZrk,qualify
w1870,xq.koÙkk,quality
w1871,f=ekl,quarter
w1872,loky,question
w1873, 'kh?kz,quick
w1874,ljZ ls,quickly
w1875, 'kkar,quiet
w1876,pqipki,quietly
w1877,NksM+uk,quit
w1878,dkQh,quite
w1879,m)j.k,quote
w1880,nkSM+,race
w1881,tkrh;,racial
w1882,jsfM;ks,radio
w1883,ckfj'k,rain
w1884,mBkuk,raise
w1885,jsat,range
w1886,Js.kh,rank
w1887,rhoz,rapid
w1888,rsth ls,rapidly
w1889,nqyZHk,rare
w1890, 'kk;n gh dHkh,rarely
w1891,ewY;kadu djsa,rate
w1892,vuqikr,ratio
w1893,dPpk,raw
w1894,igqap,reach
w1895,çfrfØ;k,react
w1896,çfrfØ;k,reaction
w1897,i<+uk,read
w1898,ikBd,reader
w1899,rS;kj,ready
w1900,vlyh,real
w1901,okLrfodrk,reality
w1902,",glkl",realize
w1903,okLro esa,really
w1904,dkj.k,reason
w1905,mfpr,reasonable
w1906,;kn,recall
w1907,çkIr djuk,receive
w1908,gky dk,recent
w1909,gky gh esa,recently
w1910,fof/k,recipe
w1911,ekU;rk,recognition
w1912,igpkuuk,recognize
w1913,dh flQkfj'k,recommend
w1914,flQkfj'k djuk,recommendation
w1915,vfHkys[k,record
w1916,dh olwyh,recover
w1917,jax:V,recruit
w1918,yky,red
w1919,dks de,reduce
w1920,deh,reduction
w1921,mYys[k,refer
w1922,lanHkZ,reference
w1923,çfrfcafcr,reflect
w1924,lq/kkj,reform
w1925, 'kj.kkFkhZ,refugee
w1926,budkj,refuse
w1927,ds ckjs esa,regarding
w1928,"ijokg fd, fcuk",regardless
w1929, 'kklu,regime
w1930,{ks=,region
w1931,{ks=h;,regional
w1932,fu;fer,regular
w1933,fu;fer rkSj ij,regularly
w1934,fofu;fer,regulate
w1935,fofu;eu,regulation
w1936,lq–<+,reinforce
w1937,vLohdkj,reject
w1938,lacaf/kr,relate
w1939,fj'rk,relation
w1940,laca/k,relationship
w1941,vis{kk—r,relatively
w1942,vkjke djsa,relax
w1943,fjgkbZ,release
w1944,çklafxd,relevant
w1945,jkgr,relief
w1946,/keZ,religion
w1947,/kkfeZd,religious
w1948,Hkjkslk djuk,rely
w1949,jguk,remain
w1950," 'ks""k",remaining
w1951,vlk/kkj.k,remarkable
w1952,;kn gS,remember
w1953,/;ku fnykuk,remind
w1954,gVkuk,remove
w1955,nksgjkuk,repeat
w1956,ckj&ckj,repeatedly
w1957,cnyus ds,replace
w1958,tokc ns nks,reply
w1959,fjiksVZ,report
w1960,dk çfrfuf/kRo,represent
w1961,çfrfuf/kRo,representation
w1962,çfrfuf/k,representative
w1963,"çfr""Bk",reputation
w1964,fuosnu,request
w1965,dh vko';drk gksrh gS,require
w1966,vko';drk,requirement
w1967,vuqla/kku,research
w1968,tSls yxrs gSa,resemble
w1969,vkj{k.k,reservation
w1970,fuoklh,resident
w1971,fojks/k,resist
w1972,çfrjks/k,resistance
w1973,ladYi,resolution
w1974,ladYi,resolve
w1975,lalk/ku,resource
w1976,vknj djuk,respect
w1977,çfrfØ;k,respond
w1978,çfroknh,respondent
w1979,çfrfØ;k,response
w1980,ftEesnkjh,responsibility
w1981,mÙkjnk;h,responsible
w1982,vkjke,rest
w1983,ca/ku,restriction
w1984,ifj.kke,result
w1985,"cuk, j[kus ds",retain
w1986,fuo`fÙk,retirement
w1987,okilh,return
w1988,irk pyrk gS,reveal
w1989,jktLo,revenue
w1990,leh{kk,review
w1991,Økafr,revolution
w1992,rky,rhythm
w1993,pkoy,rice
w1994,/kuh,rich
w1995,NqVdkjk,rid
w1996,lokjh,ride
w1997,lgh,right
w1998,vaxwBh,ring
w1999,o`f),rise
w2000,tksf[ke,risk
w2001,unh,river
w2002,lM+d,road
w2003,pêku,rock
w2004,Hkwfedk,role
w2005,Nr,roof
w2006,d{k,room
w2007,tM+,root
w2008,jLlh,rope
w2009,xqykc dk Qwy,rose
w2010,vlH;,rough
w2011,eksVs rkSj ij,roughly
w2012,xksy,round
w2013,ekxZ,route
w2014,lkekU;,routine
w2015,iafä,row
w2016,jxM+,rub
w2017,fu;e,rule
w2018,ju,run
w2019,xzkeh.k,rural
w2020,HkhM+,rush
w2021,/kkfeZd,sacred
w2022,mnkl,sad
w2023,lqjf{kr,safe
w2024,lqj{kk,safety
w2025,[kkfrj,sake
w2026,osru,salary
w2027,fcØh,sale
w2028,ued,salt
w2029,ogh,same
w2030,uewuk,sample
w2031,çfrca/k,sanction
w2032,jsr,sand
w2033,mixzg,satellite
w2034,"larqf""V",satisfaction
w2035,cnyk nsuk,satisfy
w2036,cpkuk,save
w2037,cpr,saving
w2038,dguk,say
w2039,dkaM,scandal
w2040,Mjk gqvk,scared
w2041,ifj–';,scenario
w2042,LFky,scene
w2043,vuqlwph,schedule
w2044,;kstuk,scheme
w2045,Nk=o`fÙk,scholarship
w2046,Ldwy,school
w2047,foKku,science
w2048,oSKkfud,scientific
w2049,oSKkfud,scientist
w2050,{ks=,scope
w2051,fpYykuk,scream
w2052,leqæ,sea
w2053,[kkst,search
w2054,_rq,season
w2055,nwljk,second
w2056,xqIr,secret
w2057,lfpo,secretary
w2058,vuqHkkx,section
w2059,{ks=,sector
w2060,lqjf{kr,secure
w2061,lqj{kk,security
w2062,ns[k,see
w2063,cht,seed
w2064,ekaxuk,seek
w2065,yxrk gS,seem
w2066,[kaM,segment
w2067,dks tCr,seize
w2068,pqurs gSa,select
w2069,p;u,selection
w2070,Lo;a,self
