id,hi,en
w1031,vke rkSj ij,generally
w1032,mRiUu,generate
w1033,ih<+h,generation
w1034,vkuqoaf'kd,genetic
w1035,lTtu,gentleman
w1036,/khjs,gently
w1037,teZu,German
w1038,b'kkjk,gesture
w1039,çkIr,get
w1040,Hkwr,ghost
w1041,fo'kky,giant
w1042,migkj,gift
w1043,çfrHkk'kkyh,gifted
w1044,yM+dh,girl
w1045,çsfedk,girlfriend
w1046,nsuk,give
w1047,fn;k gqvk,given
w1048,çlUu,glad
w1049,>yd,glance
w1050,dkap,glass
w1051,oSf'od,global
w1052,nLrkuk,glove
w1053,pys tkvks,go
w1054,y{;,goal
w1055,ijes'oj,God
w1056,lksuk,gold
w1057,Lo.kZ,golden
w1058,xksYQ,golf
w1059,vPNk,good
w1060,ljdkj,government
w1061,jkT;iky,governor
w1062,yiduk,grab
w1063,xzsM,grade
w1064,/khjs & /khjs,gradually
w1065,Lukrd,graduate
w1066,vukt,grain
w1067,cM+k,grand
w1068,nknk,grandfather
w1069,nknh ek,grandmother
w1070,vuqnku,grant
w1071,?kkl,grass
w1072,xaHkhj,grave
w1073,/kwlj,gray
w1074,egku,great
w1075,egkure,greatest
w1076,gjk,green
w1077,fdjkuk,grocery
w1078,Hkwfe,ground
w1079,lewg,group
w1080,c<+us,grow
w1081,c<+ jgh gS,growing
w1082,fodkl,growth
w1083,xkjaVh,guarantee
w1084,j{kd,guard
w1085,vuqeku,guess
w1086,vfrfFk,guest
w1087,ekxZn'kZd,guide
w1088,fn'kkfunsZ'k,guideline
w1089,"nks""kh",guilty
w1090,canwd,gun
w1091,"iq#""k",guy
w1092,vknr,habit
w1093,okl,habitat
w1094,cky,hair
w1095,vk/kk,half
w1096,g‚y,hall
w1097,gkFk,hand
w1098,eqëh,handful
w1099,laHkkyuk,handle
w1100,yVduk,hang
w1101,gksuk,happen
w1102,[kq'k,happy
w1103,dfBu,hard
w1104,eqf'dy ls,hardly
w1105,Vksih,hat
w1106,uQjr,hate
w1107,gS,have
w1108,og,he
w1109,flj,head
w1110," 'kh""kZd",headline
w1111,eq[;ky;,headquarters
w1112,LokLF;,health
w1113,LoLFk,healthy
w1114,lquks,hear
w1115,Jo.k,hearing
w1116,fny,heart
w1117,xehZ,heat
w1118,LoxZ,heaven
w1119,Hkkjh,heavily
w1120,Hkkjh,heavy
w1121,",M+h",heel
w1122,ÅapkbZ,height
w1123,gsyhd‚IVj,helicopter
w1124,ujd,hell
w1125,ueLrs,hello
w1126,enn,help
w1127,mi;ksxh,helpful
w1128,mlds,her
w1129,;gk¡,here
w1130,fojklr,heritage
w1131,uk;d,hero
w1132,Lo;a,herself
w1133,gs,hey
w1134,ueLrs,hi
w1135,fNikuk,hide
w1136,mPp,high
w1137,"eq[; vkd""kZ.k",highlight
w1138,vR;f/kd,highly
w1139,gkbos,highway
w1140,igkM+h,hill
w1141,mls,him
w1142,Lo;a,himself
w1143,dej,hip
w1144,fdjk;k,hire
w1145,mlds,his
w1146,bfrgkldkj,historian
w1147,",sfrgkfld",historic
w1148,",sfrgkfld",historical
w1149,bfrgkl,history
w1150,ekjks,hit
w1151,idM+,hold
w1152,Nsn,hole
w1153,Nqêh dk fnu,holiday
w1154,ifo=,holy
w1155,gkse,home
w1156,cs?kj,homeless
w1157,bZekunkj,honest
w1158, 'kgn,honey
w1159,vknj,honor
w1160,vk'kk,hope
w1161,f{kfrt,horizon
w1162,Mjkouh,horror
w1163,?kksM+k,horse
w1164,vLirky,hospital
w1165,estcku,host
w1166,xje,hot
w1167,gksVy,hotel
w1168,?kaVk,hour
w1169,edku,house
w1170,x`gLFkh,household
w1171,vkokl,housing
w1172,fdl rjg,how
w1173,gkyk¡fd,however
w1174,fo'kky,huge
w1175,ekuo,human
w1176,gkL;,humor
w1177,lkS,hundred
w1178,Hkw[ks isV,hungry
w1179,f'kdkjh,hunter
w1180,f'kdkj djuk,hunting
w1181,pksV,hurt
w1182,ifr,husband
w1183,ifjdYiuk,hypothesis
w1184,eSa,I
w1185,cQZ,ice
w1186,fopkj,idea
w1187,vkn'kZ,ideal
w1188,igpku,identification
w1189,dh igpku,identify
w1190,igpku,identity
w1191,vFkkZr,ie
w1192,vxj,if
w1193,utjvankt djuk,ignore
w1194,chekj,ill
w1195,voS/k,illegal
w1196,jksx,illness
w1197,"mnkgj.k nsdj Li""V djuk",illustrate
w1198,Nfo,image
w1199,dYiuk,imagination
w1200,"dYiuk dhft,",imagine
w1201,rqjar,immediate
w1202,gkFkksagkFk,immediately
w1203,vkçoklh,immigrant
w1204,vkçoklu,immigration
w1205,çHkko,impact
w1206,ykxw,implement
w1207,fufgrkFkZ,implication
w1208,eryc,imply
w1209,egÙo,importance
w1210,t:jh,important
w1211,Fkksiuk,impose
w1212,vlaHko,impossible
w1213,çHkkfor djuk,impress
w1214,çHkko,impression
w1215,çHkko'kkyh,impressive
w1216,lq/kkjsa,improve
w1217,lq/kkj dh,improvement
w1218,esa,in
w1219,çksRlkgu,incentive
w1220,?kVuk,incident
w1221, 'kkfey,include
w1222,lesr,including
w1223,vk;,income
w1224,lfEefyr,incorporate
w1225,c<+uk,increase
w1226,c<+h gqbZ,increased
w1227,c<+ jgk,increasing
w1228,rsth ls,increasingly
w1229,vfo'oluh;,incredible
w1230,okLro esa,indeed
w1231,vktknh,independence
w1232,Lora=,independent
w1233,lwph,index
w1234,Hkkjrh;,Indian
w1235,ladsr feyrk gS,indicate
w1236,ladsr,indication
w1237,O;fä,individual
w1238,vkS|ksfxd,industrial
w1239,m|ksx,industry
w1240,f'k'kq,infant
w1241,laØe.k,infection
w1242,eqækLQhfr,inflation
w1243,çHkko,influence
w1244,lwfpr djuk,inform
w1245,tkudkjh,information
w1246,?kVd,ingredient
w1247,çkjafHkd,initial
w1248, 'kq: esa,initially
w1249,igy,initiative
w1250,pksV,injury
w1251,Hkhrjh,inner
w1252,eklwe,innocent
w1253,tkap,inquiry
w1254,ds Hkhrj,inside
w1255,"var–Zf""V",insight
w1256,tksj nsrs gSa,insist
w1257,dks çsfjr,inspire
w1258,baLV‚y djsa,install
w1259,mnkgj.k,instance
w1260,ctk;,instead
w1261,laLFkk,institution
w1262,laLFkkxr,institutional
w1263,vuqns'k,instruction
w1264,çf'k{kd,instructor
w1265,lk/ku,instrument
w1266,chek,insurance
w1267,ckSf)d,intellectual
w1268,cqf),intelligence
w1269,bjknk djuk,intend
w1270,rhoz,intense
w1271,rhozrk,intensity
w1272,bjknk,intention
w1273,ckrphr,interaction
w1274,C;kt,interest
w1275,#fp,interested
w1276,fnypLi,interesting
w1277,vanj dk,internal
w1278,"varjjk""Vªh;",international
w1279,baVjusV,Internet
w1280,O;k[;k,interpret
w1281,O;k[;k,interpretation
w1282,gLr{ksi,intervention
w1283,lk{kkRdkj,interview
w1284,esa,into
w1285,ifjp; djkuk,introduce
w1286,ifjp;,introduction
w1287,vkØe.k,invasion
w1288,fuos'k,invest
w1289,Nku & chu djuk,investigate
w1290,tk¡p iM+rky,investigation
w1291,"vUos""kd",investigator
w1292,fuos'k,investment
w1293,fuos'kd,investor
w1294,vkea=.k,invite
w1295, 'kkfey,involve
w1296,fyIr,involved
w1297,Hkkxhnkjh,involvement
w1298,bjkd,Iraqi
w1299,vk;fj'k,Irish
w1300,yksgk,iron
w1301,bLykeh,Islamic
w1302,}hi,island
w1303,btjk;y,Israeli
w1304,eqík,issue
w1305,;g,it
w1306,brkyoh,Italian
w1307,en,item
w1308,vkbZVh bl,its
w1309,vius vki,itself
w1310,tSdsV,jacket
w1311,tsy,jail
w1312,tkikuh,Japanese
w1313,tsV,jet
w1314,;gwnh,Jew
w1315,;gwnh,Jewish
w1316,dke,job
w1317,esa 'kkfey gksus ds,join
w1318,la;qä,joint
w1319,etkd,joke
w1320,if=dk,journal
w1321,i=dkj,journalist
w1322,;k=k,journey
w1323,"g""kZ",joy
w1324,U;k;k/kh'k,judge
w1325,fu.kZ;,judgment
w1326,jl,juice
w1327,Nykax,jump
w1328,"dfu""B",junior
w1329,iapk;r,jury
w1330,dsoy,just
w1331,U;k;,justice
w1332,vkSfpR; lkfcr,justify
w1333,j[kuk,keep
w1334,dqath,key
w1335,ykr,kick
w1336,cPpk,kid
w1337,gR;k,kill
w1338,gR;kjk,killer
w1339,gR;k,killing
w1340,esgjcku,kind
w1341,jktk,king
w1342,pqEek,kiss
w1343,jlksbZ,kitchen
w1344,?kqVuk,knee
w1345,pkdw,knife
w1346,nLrd,knock
w1347,tkuuk,know
w1348,Kku,knowledge
w1349,ç;ksx'kkyk,lab
w1350,yscy,label
w1351,Je,labor
w1352,ç;ksx'kkyk,laboratory
w1353,deh,lack
w1354,efgyk,lady
w1355,>hy,lake
w1356,Hkwfe,land
w1357,ifj–';,landscape
w1358,"Hkk""kk",language
w1359,xksn,lap
w1360,fo'kky,large
w1361,dkQh gn rd,largely
w1362,vafre,last
w1363,nsj ls,late
w1364,ckn esa,later
w1365,ySfVu,Latin
w1366,ckn okyk,latter
w1367,gluk,laugh
w1368,ç{ksi.k,launch
w1369,dkuwu,law
w1370,y‚u,lawn
w1371,eqdnek,lawsuit
w1372,odhy,lawyer
w1373,j[kuk,lay
w1374,ijr,layer
w1375,usr`Ro,lead
w1376,usrk,leader
w1377,usr`Ro,leadership
w1378,çeq[k,leading
w1379,iÙkh,leaf
w1380,la?k,league
w1381,nqcyk,lean
w1382,lh[kuk,learn
w1383,lh[k jgk gw¡,learning
w1384,de ls de,least
w1385,peM+k,leather
w1386,NksM+uk,leave
w1387,"ck,a",left
w1388,Vkax,leg
w1389,fojklr,legacy
w1390,dkuwuh,legal
w1391,fdaonarh,legend
w1392,fo/kku,legislation
w1393,oS/k,legitimate
w1394,uhacw,lemon
w1395,yackbZ,length
w1396,de ls,less
w1397,ikB,lesson
w1398,pyks,let
w1399,i=,letter
w1400,Lrj,level
w1401,mnkj,liberal
w1402,iqLrdky;,library
w1403,ykblsal,license
w1404,>wB,lie
w1405,ftanxh,life
w1406,thou 'kSyh,lifestyle
w1407,thou dky,lifetime
w1408,fy¶V,lift
w1409,jks'kuh,light
w1410,ilan,like
w1411,mi;qä,likely
w1412,lhek,limit
w1413,lhek,limitation
w1414,lhfer,limited
w1415,ykbu,line
w1416,laidZ,link
w1417,vksaB,lip
w1418,lwph,list
w1419,ckr lquks,listen
w1420,lpeqp,literally
w1421,lkfgfR;d,literary
w1422,lkfgR;,literature
w1423,FkksM+k,little
w1424,thuk,live
w1425,thfor,living
w1426,Hkkj,load
w1427,_.k,loan
w1428,LFkkuh;,local
w1429,dk irk yxkus,locate
w1430,LFkku,location
w1431,rkyk,lock
w1432,yack,long
w1433,nh?kkZof/k,long-term
w1434,ns[kuk,look
w1435,<hyk,loose
w1436,[kksuk,lose
w1437,uqdlku,loss
w1438,[kks x;k,lost
w1439,cgqr,lot
w1440,cgqr lkjs,lots
w1441,tksj,loud
w1442,eksgCcr,love
w1443,lqanj,lovely
w1444,çseh,lover
w1445,de,low
w1446,de,lower
w1447,HkkX;,luck
w1448,lkSHkkX;'kkyh,lucky
w1449,nksigj dk Hkkstu,lunch
w1450,QsQM+k,lung
w1451,e'khu,machine
w1452,ikxy,mad
w1453,if=dk,magazine
w1454,esy,mail
w1455,eq[;,main
w1456,esa eq[;,mainly
w1457,"cuk, j[kus ds",maintain
w1458,j[kj[kko,maintenance
w1459,çeq[k,major
w1460,cgqer,majority
w1461,cukuk,make
w1462,fuekZrk,maker
w1463,esdvi,makeup
w1464,"iq#""k",male
w1465,e‚y,mall
w1466,vkneh,man
w1467,çca/ku,manage
w1468,çca/k,management
w1469,çca/kd,manager
w1470,rkSj rjhdk,manner
w1471,mRiknd,manufacturer
w1472,fofuekZ.k,manufacturing
w1473,vusd,many
w1474,uD'kk,map
w1475,gkf'k;k,margin
w1476,fu'kku,mark
w1477,cktkj,market
w1478,foi.ku,marketing
w1479, 'kknh,marriage
w1480,fookfgr,married
w1481, 'kknh djuk,marry
w1482,eq[kkSVk,mask
w1483,lkewfgd,mass
w1484,cM+k,massive
w1485,Lokeh,master
w1486,eSp,match
w1487,lkexzh,material
w1488,xf.kr,math
w1489,ekeyk,matter
w1490,gks ldrk gS,may
w1491, 'kk;n,maybe
w1492,egkikSj,mayor
w1493,eq>s,me
w1494,Hkkstu,meal
w1495,eryc,mean
w1496,vFkZ,meaning
w1497,bl nkSjku,meanwhile
w1498,eki,measure
w1499,eki,measurement
w1500,ekal,meat
w1501,ra=,mechanism
w1502,ehfM;k,media
w1503,esfMdy,medical
w1504,bykt,medication
w1505,nok,medicine
w1506,e/;e,medium
w1507,feyuk,meet
w1508,eqykdkr,meeting
w1509,lnL;,member
w1510,lnL;rk,membership
w1511,;kn,memory
w1512,ekufld,mental
w1513,mYys[k,mention
w1514,esU;w,menu
w1515,ek=,mere
w1516,dsoy,merely
w1517,xM+cM+,mess
w1518,lans'k,message
w1519,/kkrq,metal
w1520,ehVj,meter
w1521,rjhdk,method
w1522,eSfDldu,Mexican
w1523,e/;,middle
w1524,ijkØe,might
w1525,lSU;,military
w1526,nw/k,milk
w1527,nl yk[k,million
w1528,eu,mind
w1529,esjh,mine
w1530,ea=h,minister
w1531,ukckfyx,minor
w1532,vYila[;d,minority
w1533,feuV,minute
w1534,peRdkj,miracle
w1535,vkbZuk,mirror
w1536,dqekjh j,miss
w1537,felkby,missile
w1538,fe'ku,mission
w1539,xyrh,mistake
w1540,feJ.k,mix
w1541,feJ.k,mixture
w1542,feeh&gEe,mm-hmm
w1543,eksM,mode
w1544,vkn'kZ,model
w1545,e/;e,moderate
w1546,vk/kqfud,modern
w1547,ekewyh,modest
w1548,ek¡,mom
w1549,iy,moment
w1550,iSls,money
w1551,e‚fuVj,monitor
w1552,eghuk,month
w1553,euksn'kk,mood
w1554,pkan,moon
w1555,uSfrd,moral
w1556,vf/kd,more
w1557,vfrfjä,moreover
w1558,lqcg,morning
w1559,ca/kd,mortgage
w1560,vf/kdka'k,most
w1561,vf/kdrj,mostly
w1562,eka,mother
w1563,çLrko,motion
w1564,çsj.kk,motivation
w1565,eksVj,motor
w1566,ioZr,mount
w1567,ioZr,mountain
w1568,ekml,mouse
w1569,eqag,mouth
w1570,pky,move
w1571,vkanksyu,movement
w1572,pyfp=,movie
w1573,Jh,Mr
w1574,Jherh,Mrs
w1575,lqJh,Ms
w1576,cgqr,much
w1577,fofHkUu,multiple
w1578,gR;k,murder
w1579,ekalis'kh,muscle
w1580,laxzgky;,museum
w1581,laxhr,music
w1582,laxhr,musical
w1583,laxhrdkj,musician
w1584,eqlyeku,Muslim
w1585,t:j,must
w1586,vkilh,mutual
w1587,esjs,my
w1588,[kqn,myself
w1589,jgL;,mystery
w1590,dfYir dFkk,myth
w1591,uaxk,naked
w1592,uke,name
w1593,dFkk,narrative
w1594,ladh.kZ,narrow
w1595,"jk""Vª",nation
w1596,"jk""Vªh;",national
w1597,ns'kh,native
w1598,çk—frd,natural
w1599,lgt :i esa,naturally
w1600,ç—fr,nature
w1601,ikl esa,near
w1602,ikl gh,nearby
w1603,yxHkx,nearly
w1604,vko';d :i ls,necessarily
w1605,t:jh,necessary
w1606,xjnu,neck
w1607,t#jr,need
w1608,udkjkRed,negative
w1609,[kjhn Qjks[r,negotiate
w1610,eksy Hkko,negotiation
w1611,iM+kslh,neighbor
w1612,vM+ksl & iM+ksl,neighborhood
w1613,u,neither
w1614,ul,nerve
w1615,cs pkS u,nervous
w1616,tky,net
w1617,usVodZ,network
w1618,dHkh ugh¡,never
w1619,fQj Hkh,nevertheless
w1620,u;k,new
w1621,"u, u,",newly
w1622,lekpkj,news
w1623,lekpkj i=,newspaper
w1624,vkxkeh,next
w1625,vPNk,nice
w1626,jkr,night
w1627,ukS,nine
w1628,ugha,no
w1629,dksbZ Hkh ugha,nobody
w1630,flj dk b'kkjk,nod
w1631, 'kksj,noise
w1632,ukekadu,nomination
w1633,dksbZ ugha,none
w1634,fQj Hkh,nonetheless
w1635,u,nor
w1636,lk/kkj.k,normal
w1637,lkekU; :i ls,normally
w1638,mÙkj,north
w1639,mÙkjh,northern
w1640,ukd,nose
w1641,ugha,not
w1642,/;ku nsa,note
w1643,dqN Hkh rks ugha,nothing
w1644,uksfVl,notice
w1645,/kkj.kk,notion
w1646,miU;kl,novel
w1647,vHkh o,now
w1648,dgha Hkh ugha,nowhere
w1649,ugha,n't
w1650,ukfHkdh;,nuclear
w1651,la[;k,number
w1652,cgqr,numerous
w1653,ulZ,nurse
w1654,v[kjksV,nut
w1655,oLrq,object
w1656,y{;,objective
w1657,drZO;,obligation
w1658,voyksdu,observation
w1659,fujh{k.k,observe
w1660,ns[kus okyk,observer
w1661,çkIr,obtain
w1662,tkfgj,obvious
w1663,tkfgj gS,obviously
w1664,volj,occasion
w1665,dHkh u dHkh,occasionally
w1666,dCts,occupation
w1667,ij dCtk,occupy
w1668,"ik, tkrs gSa",occur
w1669,lkxj,ocean
w1670,vthc,odd
w1671,varj,odds
w1672,dk,of
w1673,can,off
w1674,vieku,offense
w1675,viekutud,offensive
w1676,çLrko,offer
w1677,dk;kZy;,office
w1678,vQlj,officer
w1679,vkf/kdkfjd,official
w1680,vDlj,often
w1681,vksg,oh
w1682,rsy,oil
w1683,Bhd,ok
w1684,Bhd gS,okay
w1685,iqjkuk,old
w1686,vksfyafid,Olympic
w1687,ij,on
w1688,",d ckj",once
w1689,",d",one
w1690,py jgh gS,ongoing
w1691,I;kt,onion
w1692,v‚uykbu,online
w1693,dsoy,only
w1694,ij,onto
w1695,[kqyk,open
w1696,çkjafHkd,opening
w1697,lapkfyr,operate
w1698,v‚ijsfVax,operating
w1699,v‚ijs'ku,operation
w1700,v‚ijsVj,operator
w1701,jk;,opinion
w1702,çfr}a}h,opponent
w1703,volj,opportunity
w1704,dk fojks/k,oppose
w1705,lkeus,opposite
w1706,fojks/k,opposition
w1707,fodYi,option
w1708,;k,or
w1709,ukjaxh,orange
w1710,Øe,order
w1711,lk/kkj.k,ordinary
w1712,tSfod,organic
w1713,laxBu,organization
w1714,O;ofLFkr,organize
w1715,mUeq[khdj.k,orientation
w1716,ewy,origin
w1717,ewy,original
w1718,ekSfyd :i ls,originally
w1719,vU;,other
w1720,vU; yksx,others
w1721,vU;Fkk,otherwise
w1722,"pkfg,",ought
w1723,gekjh,our
w1724,ge,ourselves
w1725,ckgj,out
w1726,ifj.kke,outcome
w1727,ckgj,outside
w1728,vksou,oven
w1729,Åij,over
w1730,laiw.kZ,overall
w1731,ij dkcw ikus,overcome
w1732,dh vuns[kh,overlook
w1733,nsuk gS,owe
w1734,viuk,own
w1735,ekfyd,owner
w1736,xfr,pace
w1737,iSd,pack
w1738,iSdst,package
w1739,"i`""B",page
w1740,nnZ,pain
w1741,nnZukd,painful
w1742,jax,paint
w1743,fp=dkj,painter
w1744,fp=,painting
w1745,tksM+k,pair
w1746,ihyk,pale
w1747,fQfyLrhuh,Palestinian
w1748,gFksyh,palm
w1749,dM+kgh,pan
w1750,iSuy,panel
w1751,iSaV,pant
w1752,dkxt,paper
w1753,ekrk&firk,parent
w1754,ikdZ,park
w1755,ikfdaZx,parking
w1756,va'k,part
w1757,Hkkx ysus okyk,participant
w1758,Hkkx ysuk,participate
w1759,Hkkx ysuk,participation
w1760,"fo'ks""k",particular
w1761,"fo'ks""k :i ls",particularly
w1762,vkaf'kd :i esa,partly
w1763,lkFkh,partner
w1764,lk>snkjh,partnership
w1765,ikVhZ,party
w1766,mÙkh.kZ djuk,pass
w1767,ekxZ,passage
w1768,;k=h,passenger
w1769,tquwu,passion
w1770,vrhr,past
w1771,iSp,patch
w1772,iFk,path
w1773,ejht,patient
w1774,iSVuZ,pattern
w1775,Bgjko,pause
w1776,osru,pay
w1777,Hkqxrku,payment
w1778,ihlh,PC
w1779, 'kkafr,peace
w1780,f'k[kj,peak
w1781,lgdehZ,peer
w1782,naM,penalty
w1783,yksx,people
w1784,fepZ,pepper
w1785,çfr,per
w1786,le>uk,perceive
w1787,çfr'kr,percentage
w1788,vuqHkwfr,perception
w1789,mÙke,perfect
w1790,iwjh rjg ls,perfectly
w1791,çn'kZu,perform
w1792,çn'kZu,performance
w1793, 'kk;n,perhaps
w1794,vof/k,period
w1795,LFkk;h,permanent
w1796,vuqefr,permission
w1797,ijfeV,permit
w1798,O;fä,person
w1799,futh,personal
w1800,O;fäRo,personality
w1801,O;fäxr :i ls,personally
w1802,dfeZ;ksa,personnel
w1803,ifjçs{;,perspective
w1804,jkth djuk,persuade
w1805,ikyrw,pet
w1806,voLFkk,phase
w1807,?kVuk,phenomenon
w1808,n'kZu,philosophy
w1809,Qksu,phone
w1810,rLohj,photo
w1811,QksVks,photograph
w1812,QksVksxzkQj,photographer
w1813,eqgkojk,phrase
w1814,HkkSfrd,physical
w1815, 'kkjhfjd :i ls,physically
w1816,fpfdRld,physician
w1817,fi;kuks,piano
w1818,pquuk,pick
w1819,fp=,picture
w1820,ikbZ,pie
w1821,VqdM+k,piece
w1822,<sj,pile
w1823,ik;yV,pilot
w1824,nsonkj,pine
w1825,xqykch,pink
w1826,ikbi,pipe
w1827,fip,pitch
w1828,txg,place
w1829,;kstuk,plan
w1830,foeku,plane
w1831,xzg,planet
w1832,;kstuk,planning
w1833,ikS/kk,plant
w1834,IykfLVd,plastic
w1835,IysV,plate
w1836,eap,platform
w1837,Iys,play
w1838,f[kykM+h,player
w1839,—I;k,please
w1840,vfHkjke,pleasure
w1841,[kwc,plenty
w1842,Hkw[kaM,plot
w1843,Iyl,plus
w1844,PM,PM
w1845,tsc,pocket
w1846,dfork,poem
w1847,dfo,poet
w1848,dfork,poetry
w1849,fcanq,point
w1850,[kaHkk,pole
w1851,iqfyl,police
w1852,uhfr,policy
w1853,jktuhfrd,political
w1854,jktuhfrd :i ls,politically
w1855,jktuhfrK,politician
w1856,jktuhfr,politics
w1857,ernku,poll
w1858,"çnw""k.k",pollution
w1859,iwy,pool
w1860,xjhc,poor
w1861,i‚i,pop
w1862,yksdfç;,popular
w1863,vkcknh,population
w1864,cjkenk,porch
w1865,canjxkg,port
w1866,fgLls,portion
w1867,fp=,portrait
w1868,fpf=r,portray
w1869,<ksax,pose
w1870,in,position
w1871,ldkjkRed,positive
w1872,vf/kdkjh,possess
w1873,laHkkouk,possibility
w1874,eqefdu,possible
w1875,laHkor%,possibly
w1876,in,post
w1877,eVdk,pot
w1878,vkyw,potato
w1879,{kerk,potential
w1880,laHkkfor,potentially
w1881,ikSaM,pound
w1882,cguk,pour
w1883,nfjærk,poverty
w1884,ikmMj,powder
w1885, 'kfä,power
w1886, 'kfä'kkyh,powerful
w1887,O;kogkfjd,practical
w1888,vH;kl,practice
w1889,çkFkZuk djuk,pray
w1890,nqvk,prayer
w1891,Bhd,precisely
w1892,"Hkfo"";ok.kh",predict
w1893,ilan djrs gSa,prefer
w1894,ilan,preference
w1895,xHkkZoLFkk,pregnancy
w1896,xHkZorh,pregnant
w1897,rS;kjh,preparation
w1898,rS;kj djuk,prepare
w1899,ipsZ,prescription
w1900,mifLFkfr,presence
w1901,orZeku,present
w1902,çn'kZu,presentation
w1903,jf{kr,preserve
w1904,v/;{k,president
w1905,v/;{kh;,presidential
w1906,"nck,¡",press
w1907,ncko,pressure
w1908,ukVd,pretend
w1909,lqanj,pretty
w1910,jksduk,prevent
w1911,fiNyk,previous
w1912,igys ls,previously
w1913,ewY;,price
w1914,xkSjo,pride
w1915,iqtkjh,priest
w1916,eq[; :i ls,primarily
w1917,eq[;,primary
w1918,ç/kku,prime
w1919,ç/kku v/;kid,principal
w1920,fl)kar,principle
w1921,Nki,print
w1922,iwoZ,prior
w1923,çkFkfedrk,priority
w1924,tsy o,prison
w1925,canh,prisoner
w1926,",dkar",privacy
w1927,futh,private
w1928,kk;n,probably
w1929,ladV,problem
w1930,çfØ;k,procedure
w1931,c<+uk,proceed
w1932,çfØ;k,process
w1933,mRikfnr djsa,produce
w1934,mRiknd,producer
w1935,mRikn,product
w1936,mRiknu,production
w1937,O;olk;,profession
w1938,is'ksoj,professional
w1939,çksQslj,professor
w1940,çksQkby,profile
w1941,Qk;nk,profit
w1942,dk;ZØe,program
w1943,çxfr,progress
w1944,ifj;kstuk,project
w1945,çfl),prominent
w1946,iDdk oknk,promise
w1947,dks c<+kok nsuk,promote
w1948, 'kh?kz,prompt
w1949,çek.k,proof
w1950,mfpr,proper
w1951,<ax ls,properly
w1952,laifÙk,property
w1953,vuqikr,proportion
w1954,çLrko,proposal
w1955,çLrko,propose
w1956,çLrkfor,proposed
w1957,vfHk;ksäk,prosecutor
w1958,vk'kk,prospect
w1959,j{kk djuk,protect
w1960,lqj{kk,protection
w1961,çksVhu,protein
w1962,fojks/k,protest
w1963,xoZ,proud
w1964,lkfcr djuk,prove
w1965,çnku djsa,provide
w1966,çnkrk,provider
w1967,çkar,province
w1968,çko/kku,provision
w1969,euksoSKkfud,psychological
w1970,euksfoKkuh,psychologist
w1971,euksfoKku,psychology
w1972,turk,public
w1973,çdk'ku,publication
w1974,lkoZtfud :i ls,publicly
w1975,çdkf'kr djuk,publish
w1976,çdk'kd,publisher
w1977,[khapsa,pull
w1978,ltk,punishment
w1979,[kjhn Qjks[r,purchase
w1980, 'kq),pure
w1981,mís';,purpose
w1982,vkxs c<+kus,pursue
w1983,/kDdk nsa,push
w1984,Mky,put
w1985,vgZrk,qualify
w1986,xq.koÙkk,quality
w1987,f=ekl,quarter
w1988,DokVZjcSd,quarterback
w1989,loky,question
w1990, 'kh?kz,quick
w1991,ljZ ls,quickly
w1992, 'kkar,quiet
w1993,pqipki,quietly
w1994,NksM+uk,quit
w1995,dkQh,quite
w1996,m)j.k,quote
w1997,nkSM+,race
w1998,tkrh;,racial
w1999,mxz,radical
w2000,jsfM;ks,radio
w2001,jsy,rail
w2002,ckfj'k,rain
w2003,mBkuk,raise
w2004,jsat,range
w2005,Js.kh,rank
w2006,rhoz,rapid
w2007,rsth ls,rapidly
w2008,nqyZHk,rare
w2009, 'kk;n gh dHkh,rarely
w2010,ewY;kadu djsa,rate
w2011,cfYd,rather
w2012,jsfVax,rating
w2013,vuqikr,ratio
w2014,dPpk,raw
w2015,igqap,reach
w2016,çfrfØ;k,react
w2017,çfrfØ;k,reaction
w2018,i<+uk,read
w2019,ikBd,reader
w2020,i<+uk,reading
w2021,rS;kj,ready
w2022,vlyh,real
w2023,okLrfodrk,reality
w2024,",glkl",realize
w2025,okLro esa,really
w2026,dkj.k,reason
w2027,mfpr,reasonable
w2028,;kn,recall
w2029,çkIr djuk,receive
w2030,gky dk,recent
w2031,gky gh esa,recently
w2032,fof/k,recipe
w2033,ekU;rk,recognition
w2034,igpkuuk,recognize
w2035,dh flQkfj'k,recommend
w2036,flQkfj'k djuk,recommendation
w2037,vfHkys[k,record
w2038,fjd‚fMaZx,recording
w2039,dh olwyh,recover
w2040,olwyh,recovery
w2041,jax:V,recruit
w2042,yky,red
w2043,dks de,reduce
w2044,deh,reduction
w2045,mYys[k,refer
w2046,lanHkZ,reference
w2047,çfrfcafcr,reflect
w2048,çfrfcac,reflection
w2049,lq/kkj,reform
w2050, 'kj.kkFkhZ,refugee
w2051,budkj,refuse
w2052,lEeku,regard
w2053,ds ckjs esa,regarding
w2054,"ijokg fd, fcuk",regardless
w2055, 'kklu,regime
w2056,{ks=,region
w2057,{ks=h;,regional
w2058,jftLVj,register
w2059,fu;fer,regular
w2060,fu;fer rkSj ij,regularly
w2061,fofu;fer,regulate
w2062,fofu;eu,regulation
w2063,lq–<+,reinforce
w2064,vLohdkj,reject
w2065,lacaf/kr,relate
w2066,fj'rk,relation
w2067,laca/k,relationship
w2068,lkis{k,relative
w2069,vis{kk—r,relatively
w2070,vkjke djsa,relax
w2071,fjgkbZ,release
w2072,çklafxd,relevant
w2073,jkgr,relief
